"","gorilla_id","prompt","correct_answer","opt_a","Response","is_correct","pre_post","X","L1","eng_aoa","span_aoa","port_aoa","prolific_id","lextale_score_eng","lextale_score_port","lextale_score_span"
"38",8477895,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","A",0,"pre",4,"English",1,12,12,"6026aaab6d051201e5e6adbc",62.5,60,44.1666666666667
"39",8477895,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","A",0,"pre",4,"English",1,12,12,"6026aaab6d051201e5e6adbc",62.5,60,44.1666666666667
"40",8477895,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",4,"English",1,12,12,"6026aaab6d051201e5e6adbc",62.5,60,44.1666666666667
"41",8477945,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"42",8477945,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"43",8477945,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","B",0,"post",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"44",8477945,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","B",0,"post",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"45",8477945,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"46",8477945,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"47",8477945,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","B",1,"pre",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"48",8477945,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","A",0,"pre",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"49",8477945,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","B",1,"pre",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"50",8477945,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","A",0,"pre",5,"Spanish",1,9,0,"5f98ab718920801c578363ab",77.5,65,40.8333333333333
"51",8477919,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","A",0,"pre",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"52",8477919,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"53",8477919,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"54",8477919,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","B",0,"post",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"55",8477919,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","A",0,"pre",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"56",8477919,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"57",8477919,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","B",1,"pre",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"58",8477919,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","B",0,"post",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"59",8477919,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","B",0,"post",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"60",8477919,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","B",0,"post",6,"English",0,12,12,"633599d83df1823b08ae2e61",60,56.6666666666667,46.6666666666667
"61",8478492,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","A",1,"post",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"62",8478492,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"63",8478492,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"64",8478492,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"65",8478492,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","B",1,"pre",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"66",8478492,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","A",0,"pre",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"67",8478492,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","A",1,"post",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"68",8478492,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"69",8478492,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"70",8478492,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","A",0,"pre",8,"English",0,0,12,"5fd9227fbeeb773aa4d6c986",91.25,61.6666666666667,70.8333333333333
"71",8478501,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"72",8478501,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","A",0,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"73",8478501,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"74",8478501,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","A",0,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"75",8478501,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"76",8478501,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","A",0,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"77",8478501,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"78",8478501,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","A",1,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"79",8478501,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","A",1,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"80",8478501,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","B",0,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"81",8480019,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","B",1,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"82",8480019,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"83",8480019,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"84",8480019,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","B",1,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"85",8480019,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"86",8480019,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"87",8480019,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","A",0,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"88",8480019,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"89",8480019,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"90",8480019,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"91",8480136,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"92",8480136,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","A",1,"post",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"93",8480136,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","A",0,"pre",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"94",8480136,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","B",0,"post",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"95",8480136,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","B",1,"pre",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"96",8480136,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"97",8480136,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","A",0,"pre",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"98",8480136,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"99",8480136,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","B",0,"post",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"100",8480136,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",10,"Spanish",4,0,12,"5fefcbb9bbdf7f348f598fa6",50,57.5,53.3333333333333
"101",8480163,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.","opt_a","pais orgulhosos","A",1,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"102",8480163,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","A",0,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"103",8480163,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma","B",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"104",8480163,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","A",0,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"105",8480163,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"106",8480163,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","B",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"107",8480163,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","A",1,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"108",8480163,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","B",0,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"109",8480163,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"110",8480163,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.","opt_b","super-heróis corajosos","B",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"111",8480160,"Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho","B",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"112",8480160,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.","opt_b","Ming aventureiros","B",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"113",8480160,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes","A",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"114",8480160,"O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias","B",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"115",8480160,"Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres","A",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"116",8480160,"Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.","opt_a","pais afetuosos","A",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"117",8480160,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.","opt_a","estudantes estudiosos","A",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
