"","gorilla_id","prompt","correct_answer","opt_b","Response","is_correct","pre_post","X","L1","eng_aoa","span_aoa","port_aoa","prolific_id","lextale_score_eng","lextale_score_port","lextale_score_span"
"77",8478501,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"78",8478501,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"79",8478501,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"80",8478501,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",7,"English",0,12,0,"63bed6e176fba857a47fbaff",73.75,56.6666666666667,41.6666666666667
"81",8480019,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"82",8480019,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"83",8480019,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"84",8480019,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"85",8480019,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"86",8480019,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","B",0,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"87",8480019,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"88",8480019,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"89",8480019,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"90",8480019,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",9,"English",0,12,12,"5ced9f04d98d55001aaf6702",98.75,79.1666666666667,56.6666666666667
"91",8480160,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"92",8480160,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","A",0,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"93",8480160,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"94",8480160,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"95",8480160,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"96",8480160,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"97",8480160,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"98",8480160,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"99",8480160,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"100",8480160,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",13,"Spanish",3,0,12,"61071e41c6a3f3f53abfc37d",62.5,51.6666666666667,81.6666666666667
"101",8480163,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"102",8480163,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","B",0,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"103",8480163,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"104",8480163,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"105",8480163,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"106",8480163,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","A",0,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"107",8480163,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"108",8480163,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"109",8480163,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"110",8480163,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",12,"Spanish",3,0,12,"613a80b807ce434753f76d77",62.5,48.3333333333333,75
"111",8480166,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"112",8480166,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"113",8480166,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"114",8480166,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"115",8480166,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"116",8480166,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"117",8480166,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"118",8480166,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"119",8480166,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"120",8480166,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",14,"Spanish",4,1,12,"5f760c7a44267e05121a6eff",76.25,76.6666666666667,95
"121",8480205,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"122",8480205,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"123",8480205,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"124",8480205,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"125",8480205,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"126",8480205,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"127",8480205,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"128",8480205,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"129",8480205,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"130",8480205,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",16,"Spanish",5,0,12,"5f03c4832e8e3c608c6cdb35",67.5,69.1666666666667,85
"131",8480150,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"132",8480150,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"133",8480150,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"134",8480150,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"135",8480150,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"136",8480150,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"137",8480150,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
"138",8480150,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",11,"Spanish",8,0,12,"613ad2b1e74781675b503eff",66.25,63.3333333333333,76.6666666666667
